IUCA,Texto,Etiqueta
87,¿Cuál es el procedimiento a seguir  en caso de no estar conforme con la recategorización de oficio?,procedimiento
87,¿Cómo se tramita el rechazo de la recategorización de oficio?,procedimiento
88,¿De qué se trata una recategorización por fiscalización presencial?,procedimiento
88,¿Qué se tiene en cuenta para una recategorización por fiscalización presencial?,procedimiento
88,¿Cómo es el trámite en una recategorización por fiscalización presencial?,procedimiento
88,"En caso de una recategorización por fiscalización presencial, ¿Qué se deberá considerar?",procedimiento
88,¿Qué se deberá tener en cuenta ante una recategorización por fiscalización presencial?,procedimiento
88,¿Qué requisitos se tienen en cuenta para la recategorización por fiscalización presencial?,procedimiento
88,¿Qué consideraciones se realizan ante una recategorización por fiscalización presencial?,procedimiento
88,¿Cuáles son contemplaciones en caso de una recategorización por fiscalización presencial?,procedimiento
89,¿Existe el recurso de apelación para aplicar en una exclusión o recategorización de oficio?,si_no
89,"¿Puedo recurrir a algún recurso legal en caso de disconformidad con la exclusión del Monotributo o recategorización de oficio, luego de una fiscalización?",si_no
89,¿Es posible interponer un recurso contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
89,"En caso  de resoluciones de exclusión o recategorización de oficio resultado de una fiscalización, ¿ Se puede interponer un recurso en su contra?",si_no
89,Para el caso de  resoluciones de exclusión o recategorización de oficio resultado de una fiscalización ¿Existe un recurso contra estas resoluciones?,si_no
89,¿Existe un recurso para presentar contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
89,¿Habrá algún recurso para presentar contra las resoluciones de exclusión o recategorización de oficio resultado de una fiscalización?,si_no
90,¿Todas las personas pueden ser Monotributistas?,si_no
90,¿Sólo las personas humanas se pueden inscribir en el Monotributo?,si_no
90,¿Qué caracterísiticas deben tener las personas para ser monotributistas?,razon
90,¿Qué  caratacterísticas se debe tener  para ser monotributistas?,razon
90,¿Qué personas pueden ser monotributistas?,razon
90,¿Qué  cualidades se debe tener  para ser monotributistas?,razon
90,¿Qué  ciudadanos pueden ser monotributistas?,razon
90,¿Qué  caratacterísticas deben cumplir los constribuyentes  para ser monotributistas?,razon
91,¿Qué requisitos debe cumplir una persona para darse de alta en el Monotributo?,razon
91,¿Cuáles son las condiciones para inscribirse en el monotributo?,razon
91,¿Debo cumplir con ciertos requisitos para ser Monotributista?,si_no
91,¿Qué requisitos se deden cumplir para poder inscribirse en el Régimen de Monotributo?,razon
91,¿Cuáles son los pasos a seguir  para poder inscribirse en el Régimen de Monotributo?,procedimiento
91,¿Cuáles son los requerimientos necesarios para poder inscribirse en el Régimen de Monotributo?,razon
91,¿Qué se necesita para poder inscribirse en el Régimen de Monotributo?,razon
91,¿Qié pasos se deben seguir  para poder inscribirse en el Régimen de Monotributo?,procedimiento
92,¿Cuáles son las actividades que no puedo realizar si quiero ser Monotributista?,razon
92,¿Hay actividades que están excluidas del Monotributo?,razon
92,¿Puedo realizar cualquier actividad siendo Monotributista?,razon
92,¿Cuáles actividades se encuentran excluidas del monotributo?,razon
92,¿Cuáles actividades no forman parte del monotributo?,razon
92,¿Qué actividades se encuentran exceptuadas del monotributo?,razon
92,¿Qué ocupaciones se encuentran exceptuadas del monotributo?,razon
92,¿Existen  actividades que no están contempladas del monotributo?,si_no
93,¿Puedo importar y ser Monotributista?,si_no
93,"¿Hay alguna limitación respecto de importar, siendo Monotributista?",si_no
93,¿Qué ocurre con el comercio exterior y el Monotributo?,manera
93,¿Se puede adherir al Monotributo cuando se realizan importaciones?,si_no
93,¿Cuando se realizan importaciones es posible adherirse al Monotributo?,si_no
93,¿Se puede adherir al Monotributo cuando se lleven a cabo  importaciones?,si_no
93,"En caso de importaciones, ¿se puede incorporarse al Monotributo?",si_no
93,"En caso de importaciones, ¿se puede darse de alta al Monotributo?",si_no
94,¿Puedo exportar y ser Monotributista?,si_no
94,"¿Hay alguna limitación respecto de exportar, siendo Monotributista?",si_no
94,¿Qué ocurre con el comercio exterior y el Monotributo?,manera
94,¿Se pueden llevar a cabo exportaciones siendo monotributista?,si_no
94,¿Es posible realizar exportaciones siendo monotributista?,si_no
94,¿Puede darse el caso que  un monotributista  realice exportaciones ?,si_no
94,¿Puede  un monotributista  llevar a cabo exportaciones ?,si_no
94,¿En qué casos se puede realizar exportaciones siendo monotributista?,razon
95,¿Puedo ser Monotributista por una actividad e IVA exento por otra?,si_no
95,¿Un sujeto IVA exento puede ser Monotributista?,si_no
95,¿Hay alguna limitación para que un sujeto IVA exento se inscriba en el Monotributo por una actividad diferente?,si_no
95,Una persona adherida al Monotributo por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
95,Un  monotributista inscripto por una actividad ¿puede realizar otra actividad bajo la condición de IVA Exento?,si_no
95,¿Es posible para un monotributista adherido por una actividad realizar otra actividad  bajo la condición de IVA Exento?,si_no
95,¿Puede un sujeto adherido al Monotributo por una actividad llevar a cabo otra actividad bajo la condición de IVA Exento?,si_no
95,¿Es permitido bajo la condición de IVA Exento que una persona adherida al Monotributo por una actividad realice otra actividad?,si_no
96,¿Tanto empleados como empleadores pueden ser Monotributistas?,si_no
96,"¿Hay alguna limitación respecto de ser Monotributista y a su vez, tener empleados a cargo?",si_no
96,Si soy Monotributista ¿Puedo ser solamente empleado o también empleador?,si_no
96,¿Es posible  ser empleador siendo monotributista?,si_no
96,¿Se puede dar el caso de ser  empleador siendo monotributista?,si_no
96,¿Puede un empleador ser monotributista?,si_no
96,¿Es posible  para un monotributista ser empleador ?,si_no
96,¿Puede un sujeto cumplir el rol de empleador  y   monotributista?,si_no
97,En caso de realizar una actividad por única vez ¿Debo inscribirme en el Monotributo?,si_no
97,¿Puedo ser Monotributista por un mes?,si_no
97,¿Las actividades por las que me inscriba en el Monotributo debo realizarlas frecuentemente?,si_no
97,¿Qué pasa si sólo permanezo en el Monotributo por pocos meses?,manera
97,¿Es posible adherirse al Monotributo en caso de realizarse una actividad por única vez?,si_no
97,¿Es posible adherirse al Monotributo en caso de realizarse una actividad por única vez y luego de un tiempo mínimo de permanencia realizar la baja del mismo?,si_no
97,"En el caso de una persona que realiza una actividad por única vez, ¿Se puede adherir al Monotributo?",si_no
97,"En el caso de una persona que se adhiere al Monotributo porque realiza una actividad por única vez, ¿Cuánto tiempo mínimo de permanencia se debe cumplir antes de realizar la baja del mismo?",temporal
97,"En el caso de una persona que realiza una actividad temporaria, ¿Es posible que se pueda adherirse al Monotributo?",si_no
97,"En el caso de una persona que realiza una actividad temporaria, ¿Qué tiempo mínimo de permanencia se debe cumplir antes de realizar la baja del Monotributo?",temporal
97,¿Está permitido a una persona que realiza una actividad por única vez adherirse al Monotributo?,si_no
97,¿Cuál es el tiempo mínimo de permanencia que se debe cumplir antes de realizar la baja del Monotributo de una persona que realiza una actividad por única vez?,temporal
97,"Si se tiene el caso de una persona que realiza una actividad temporaria, ¿Está permitido que se pueda adherirse al Monotributo?",si_no
97,"Si se tiene el caso de una persona que realiza una actividad temporaria, ¿Cuánto tiempo mínimo de permanencia se debe cumplir antes de realizar la baja del mismo?",temporal
98,¿Puedo ser extranjero y Monotributista?,si_no
98,¿Qué pasa si me quiero inscribir en el Monotributo pero soy extranjero?,manera
98,¿Debo tener nacionalidad argentina para darme de alta en el Monotributo?,si_no
98,"Una persona extranjera que realiza una actividad en nuestro país, ¿puede inscribirse como monotributista a través de su apoderado?",si_no
98,"Un sujeto residente en el exterior con actividad en nuestro país, ¿Se permite que su apoderado lo inscriba como monotributista?",si_no
98,"¿Es posible  que un extranjero, que lleva a cabo una actividad en Argentina, pueda inscribirse como monotributista por medio de su apoderado?",si_no
98,"Un extranjero que desarrolla una actividad en Argentina, ¿Se puede inscribirse como monotributista a través de su apoderado?",si_no
98,"¿Se permite que el apoderado de un extranjero, que lleva a cabo una actividad en nuestra nación, pueda inscribirlo como monotributista?",si_no
99,"¿Puedo ser empleado en relación de dependencia y a su vez, adherirme al monotributo por otra actividad?",si_no
99,Si soy Monotributista ¿Puedo iniciar una relación de dependencia?,si_no
99,¿Es excluyente ser monotributisa y empleado en relación de dependencia?,si_no
99,Si soy empleado en relación de dependencia ¿Mi actividad por la que me doy de alta en el monotributo debe estar relacionada?,si_no
99,"¿Es posible para un empleado en relación de dependencia, que se pueda adherir al monotributo por una actividad independiente?",si_no
99,"Para el caso de un trabajador en relación de dependencia y que realiza otra actividad independiente, ¿Se puede adherirse al monotributo?",si_no
99,"Si un empleado en relación de dependencia, lleva a cabo otra actividad independiente, ¿Es posible adherirse al monotributo?",si_no
99,¿Está permitido para el caso de un ciudadano en relación de dependencia adherirse al monotributo por una actividad independiente?,si_no
99,"¿Se puede adherirse al monotributo por una actividad independiente, a un trabajador en relación de dependencia?",si_no
100,¿Puedo ser Responsable Inscripto y Monotributista?,si_no
100,¿Es excluyente ser Responsable Inscripto y Monotributista?,si_no
100,Soy Responsable Inscripto ¿Me puedo dar de alta en el Monotributo?,si_no
100,"En el caso de una persona adherida al Monotributo por una actividad, ¿Puede realizar otra actividad bajo la condición de responsable inscripto?",si_no
100,¿Está permitido para una persona adherida al Monotributo por una actividad llevar a cabo otra actividad bajo la condición de responsable inscripto?,si_no
100,¿Puede una persona adherida al Monotributo por una actividad llevar a cabo otra actividad bajo la condición de responsable inscripto?,si_no
100,"Si se tiene el caso de una persona adherida al Monotributo por una actividad, ¿Está permitido que realice otra actividad bajo la condición de responsable inscripto?",si_no
100,¿Es posible para una persona adherida al Monotributo por una actividad que realice otra actividad bajo la condición de responsable inscripto?,si_no
101,Vendo autos usados ¿Puedo ser Monotributista?,si_no
101,¿Está excluido del Monotributo la venta de autos a nombre propio por cuenta de terceros?,si_no
101,"Para el caso de venta de autos usados a nombre propio por cuenta de terceros, ¿Se podrá optar por el Monotributo?",si_no
101,¿Se puede elegir por el monotributo en la caso de venta de autos usados a nombre propio por cuenta de terceros?,si_no
101,"Si se realiza una venta de autos usados a nombre propio por cuenta de terceros, ¿Se puede decidir por el Monotributo?",si_no
101,¿Se puede optar por el monotributo en el caso de venta de automóviles  usados a nombre propio por cuenta de terceros?,si_no
101,"Si se tiene una venta de automóviles  usados a nombre propio por cuenta de terceros, ¿ Es el Monotributo una opción válida?",si_no
102,"Abrí una industria, ¿puedo ser monotributista?",si_no
102,¿Me puedo aherir al monotributo si tengo una industria?,si_no
102,"Soy propietario de una industria, ¿ puedo ser monotributista?",si_no
102,"Tengo una industria, ¿me puedo adherir al monotributo?",si_no
102,¿Está permitido ser Monotributista si soy dueño de una industria?,si_no
102,¿Cuáles son las condiciones que debo cumplir para ser Monotributista en caso de ser propietario de una industria?,razon
102,Soy dueño de una industria ¿Existen restricciones para ser Monotributista?,si_no
103,"Estoy en una cooperativa, ¿me puedo adherir al monotributo?",si_no
103,¿Puedo ser monotributista si soy socio de cooperativa?,si_no
103,"Estoy asociado a una cooperativa, ¿puedo inscribirme en el monotributo?",si_no
103,¿Está permitido ser Monotributista si soy asociado de una Cooperativa de Trabajo?,si_no
103,¿Los miembros de una Cooperativa de Trabajo pueden inscribirse en el Monotributo?,si_no
104,¿Puedo inscribirme en el monotributo siendo síndico de una sociedad?,si_no
104,"Soy síndico de una sociedad, ¿puedo adherirme al monotributo?",si_no
104,¿Está permitido ser Monotributista si soy síndico de una sociedad?,si_no
104,¿Los síndicos de sociedades pueden inscribirse en el Monotributo?,si_no
104,¿Existe alguna limitación para ser Monotributista si soy síndico de una sociedad?,si_no
105,"Mi ingresos son derechos de autor, ¿puedo ser monotributista?",si_no
105,¿Me puedo adherir al monotributo si sólo recibo ingresos por derechos de autor?,si_no
105,"Quisiera ser monotributista pero sólo percibo derechos de autor, ¿puedo?",si_no
105,Mis ingresos son solamente por cobro de derecho de autor ¿Debo inscribirme en el Monotributo?,si_no
105,¿Está excluido del Monotributo la actividad de cobro por derecho de autor?,si_no
106,¿Cómo se contabilizan las unidades de explotación cuando se trata de parcelas?,manera
106,¿Más de 3 unidades de explotación quedan excluídas del monotributo?,si_no
106,"Si las parcelas tienen número diferentes pero están en el mismo partido, ¿quedan excluídas del monotributo?",si_no
106,En el caso de las parcelas ¿Cada una de ellas equivale a una unidad de explotación?,si_no
106,¿Las parcelas deben estar todas juntas para considerarse una sola unidad de explotación?,si_no
107,Si soy monotributista y me corresponde presentar el Impuesto a los Bienes Personales ¿Cómo tengo que hacer la declaración jurada?,manera
107,"Tengo que presentar el impuesto a los bienes personales, ¿Cómo hago la declaración jurada?",manera
107,¿Cómo debo presentar la declaración jurada sobre los bienes personales?,manera
107,"En caso de corresponder, si soy monotributista, ¿Debo presentar la declaración jurada de Impuesto a los Bienes Personales?",si_no
107,¿Un Monotributista tiene que pagar Impuesto a los Bienes Personales?,si_no
108,"Si soy monotributista, tengo un local y deseo abrir otro en el que voy a realizar 3 actividades ¿Puedo seguir siendo monotributista o quedo excluido por tener más de 3 actividades?",manera
108,¿Quedo excluído del monotributo si poseo más de tres actividades?,si_no
108,"Si tengo tres actividades, ¿quedo fuera del monotributo?",si_no
108,¿Cómo se cuentan las actividades y unidades de explotación?,manera
108,¿Cada sucursal es una fuente de ingreso?,si_no
109,¿Debo presentar la declaración jurada del impuesto a ganancias?,si_no
109,¿Cuándo me corresponde hacer la declaración jurada del impuesto a las ganancias?,razon
109,Si soy monotributista ¿Tengo que presentar la declaración jurada del impuesto a las ganancias?,si_no
109,¿En qué casos siendo monotributista debo presentar la declaración jurada del impuesto a las ganancias?,razon
109,¿Un monotributista debe pagar Impuesto a las Ganancias?,si_no
109,¿Cuándo debo presentar la declaración jurada del impuesto a ganancias?,razon
110,Si estoy inscripto en IVA ¿Puedo adherirme al monotributo?,si_no
110,"Si soy responsable inscripto en iva, ¿cuánto tiempo debo esperar para poder volver a ser monotributista?",temporal
110,¿Puedo optar por cambiar de responsable inscripto a monotributo?,si_no
110,¿Puedo cambiar de régimen IVA a Monotributo en cualquier momento?,si_no
110,Si soy Responsable Inscripto y me quiero pasar a Monotributo ¿Debo hacerlo en una fecha determinada?,si_no
111,¿Cuando debo pasar a responsable inscripto en IVA si superé el máximo previsto por el regimen?,temporal
111,"Soy monotributista y en la anualización he superado el máximo, ¿debo pasar a ser responsable inscripto?",si_no
111,Si soy monotributista y al anualizar mis ingresos supero el máximo de la última categoría ¿Debo pasar a ser responsable inscripto en IVA?,si_no
111,¿Cuántos meses deben pasar desde que me inscribí en el Monotributo para anualizar los ingresos?,temporal
111,¿Qué pasa si al cabo de unos pocos meses en el Monotributo me excedo en el importe máximo de la última categoría?,manera
111,"Soy monotributista y en la anualización he superado el máximo, ¿Cuándo debo pasar a ser responsable inscripto?",temporal
112,Como monotributista ¿Puedo realizar otra actividad bajo la condición de IVA exento?,si_no
112,"Siendo monotributista, ¿es posible tener una actividad bajo la condición IVA exento?",si_no
112,¿Puedo tener una actividad con iva exento si soy monotributista?,si_no
112,¿Puedo ser IVA exento por una actividad y Monotributista por otra?,si_no
112,¿Qué hago si soy Monotributista e inicio una actividad por la que debería ser IVA exento?,manera
113,"Siendo propietario y cediendo un inmueble, ¿puedo ser monotributista por el valor de alquiler a que se refiere el impuesto a las ganancias?",si_no
113,¿Es posible inscriibirme en el monotributo por el valor locativo  si he cedido mi inmueble?,si_no
113,"Ya he cedido el inmueble pero a un precio no especificado, ¿puedo ser monotributista por el precio locativo?",si_no
113,Si cedo un inmueble a un precio no determinado ¿Puedo adherir al monotributo por el valor locativo al que refiere el Impuesto a las Ganancias?,si_no
113,Ceder un inmueble a precio indeterminado ¿Se considera actividad para tener que inscribirme en el Monotributo?,si_no
114,¿Cómo me debo inscribir en el monotributo como condómino?,procedimiento
114,¿Cómo me inscribo siendo condómino?,procedimiento
114,"Yo figuro como condómino, ¿Cómo me adhiero al monotributo?",procedimiento
114,¿Cuál es el trámite para darme de alta en el Monotributo siendo condómino?,procedimiento
114,¿Cuáles son los pasos para adherirme al Monotributo como condómino?,procedimiento
115,¿Cómo es el tratamiento de los condiminios en el monotributo?,manera
115,¿Es posible la adhesión de los condominios al monotributo?,si_no
115,¿Cómo inscribo en el monotributo al condominio?,manera
115,¿Los condominios pueden ser Monotributistas?,si_no
115,¿Hay restricciones en el Monotributo para los condominios?,si_no
115,¿Cómo es posible la adhesión de los condominios al monotributo?,manera
116,¿Puedo pagar en efectivo? ,si_no
116,¿Estoy exceptuado de cumplir con las obligaciones de modo electrónico?,si_no
116,¿Debo hacer los pagos de forma electrónica?,si_no
116,¿En qué casos puedo pagar en efectivo?,razon
116,¿Todos los Monotributistas pueden pagar en efectivo?,si_no
116,¿Cuando se puede pagar en efectivo?,razon
116,¿En qué casos estoy exceptuado de cumplir con las obligaciones de modo electrónico?,razon
117,¿Cómo pago en efectivo?,manera
117,¿Cuál es el formulario para el pago en efectivo?,manera
117,¿Puedo pagar en efectivo? ,si_no
117,¿Con qué formulario tengo que pagar en efectivo?,manera
117,¿Tengo que presentar alguna documentación para pagar en efectivo el Monotributo?,si_no
118,¿Cuándo tengo que pagar la primer cuota del monotributo?,temporal
118,¿Cuándo debo pagar la 1era cuota?,temporal
118,"Me he adherido al monotributo, ¿cuando pago la cuota 1?",temporal
118,¿Cuándo pago el primer mes de monotributo?,temporal
118,¿El mismo mes en que me doy de alta en el Monotributo debo pagarlo?,si_no
119,¿Cómo tengo que hacer si se venció mi monotributo y no lo pagué?,procedimiento
119,¿Cómo pago la diferencia que tengo en el monotributo?,procedimiento
119,¿Cómo pago vencido el mes de monotributo?,procedimiento
119,¿Se puede pagar vencido el monotributo?,si_no
119,¿Cómo se pagan los intereses por el mes vencido?,procedimiento
120,¿Debo pagar intereses por abonar el Monotributo fuera de término?,si_no
120,¿Cómo tengo que pagar los intereses porque pagué fuera de término el monotributo?,procedimiento
120,"Tengo que pagar los intereses de la cuota del monotributo vencido, ¿Cómo lo hago?",procedimiento
120,¿De dónde saco el valor de los intereses por pago fuera de término?,procedimiento
120,¿Cómo obtengo los intereses por pago luego del vencimiento?,procedimiento
121,¿Cuándo vence el monotributo?,temporal
121,¿Cuándo tengo que pagar el mes de monotributo?,temporal
121,¿Qué día vence el monotributo?,temporal
121,¿Siempre vence el mismo día el Monotributo?,si_no
121,¿Vence el mismo día para todos los monotributistas?,si_no
122,¿Cómo se paga el monotributo?,manera
122,¿Cuáles son los medios disponibles para pagar el monotributo? ,manera
122,¿Qué opciones hay para pagar el monotributo?,manera
122,¿Desde dónde pago el Monotributo?,referencia
122,¿Con qué puedo pagar el Monotributo?,manera
123,¿Cómo me adhiero al débito automático de mi cuenta bancaria?,procedimiento
123,¿Cómo puedo hacer para pagar el monotributo con débito automático?,procedimiento
123,¿Cómo gestiono el débito automático para el pago del monotributo?,procedimiento
123,¿Puedo adherirme al débito automático?,si_no
123,¿Cómo es el trámite para adherirme al débito automático?,procedimiento
124,¿Cómo pago el monotributo con la tarjeta de crédito?,procedimiento
124,¿Cómo hago el trámite para adherirme al débito con tarjeta de crédito?,procedimiento
124,¿Cómo me adhiero al débito automático de mi tarjeta de crédito?,procedimiento
124,¿Cómo puedo pagar mensualmente con mi tarjeta de crédito?,procedimiento
124,¿Puedo adherir mi tarjeta de crédito al débito automático desde el portal de AFIP?,si_no
125,"¿Si pago fuera de término, debo abonar intereses?",si_no
125,¿Me cobran intereses si pago fuera de término?,si_no
125,"¿Si me atraso en el pago, me cobrarán intereses?",si_no
125,¿El pago fuera de término genera intereses?,si_no
125,"Si no pagué el monotributo, ¿debo pagar intereses?",si_no
126,¿Cuáles son las entidades bancarias habilitadas para el pago del VEP?,entidad
126,¿Dónde pago el VEP?,entidad
126,¿Dónde encuentro el listado de bancos que cobran el VEP?,referencia
126,¿Cuáles son los bancos habilitados para el pago con VEP?,entidad
126,"¿Mi banco opera con Pago mis cuentas, link o interbanking?",si_no
127,¿Cómo tengo que hacer para pagar las cargas sociales de los empleados?,manera
127,¿Qué opciones hay para pagar las cargas sociales de los empleados?,manera
127,"Tengo que pagar caragas sociales de empleados, ¿Cómo lo hago?",manera
127,¿Cómo pago las cargas sociales de mis empleados?,manera
127,¿Las cargas sociales de mis empleados se pagan a través de la web de AFIP?,si_no
128,¿En qué casos me reintegran el componente impositivo?,razon
128,¿Qué requisitos debo cumplir para que me reitegren el componente impositivo?,razon
128,¿Qué significa el reintegro del componente impositivo?,definicion
128,¿Cómo es el reintegro del componente impositivo?,manera
128,¿Cómo pido el reintegro del componente impositivo?,manera
128,¿Me van a devolver el componente impositivo?,si_no
128,¿Qué trámite hago para conseguir el componente impositivo?,manera
128,¿Cómo solicito la devolución del componente impositivo?,manera
128,¿Qué hago para que reintegren el componente impositivo?,manera
129,¿Se puede elegir qué componentes pagar el monotributo?,si_no
129,¿Se puede abonar un componente excluyendo los demás?,si_no
129,¿Se puede abonar la  jubilación y excluir el pago de la obra social?,si_no
129,¿Se puede abonar la obra social y excluir el pago de la jubilación?,si_no
129,"¿Debo pagar jubilación y obra social, o puedo pagar sólo uno?",si_no
129,¿Se tienen que pagar los dos componentes previsionales?,si_no
129,¿Es posible pagar sólo jubilación y no obra social?,si_no
129,¿Puedo pagar sólo obra social y no pagar la jubilación?,si_no
129,¿Es obligatorio el pago de ambos componente previsionales?,si_no
130,Si me doy de baja en el monotributo ¿Desde cuándo tengo que dejar de pagar?,temporal
130,Si solicito la baja del monotributo ¿Cuándo cesa la obligación de pago?,temporal
130,Si dejo de ser monotributista ¿Cuándo debo dejar de pagar?,temporal
130,"Una vez que pedí la baja, ¿cuándo debo dejar de pagar?",temporal
130,"Ya he solicitado la baja, ¿cuándo finaliza la obligación de pago?",temporal
130,¿desde qué periodo ya no debo pagar una vez que pedí la baja?,temporal
130,"Pedí la baja en el monotributo, ¿a partir de que período cesa la obligación de pago?",temporal
130,¿En qué momento finaliza la obligación de pago del monotributo si ya inicié la baja?,temporal
131,Si soy asociado de una Cooperativa de Trabajo ¿Qué conceptos abono?,manera
131,¿Qué debo abonar si soy socio de una cooperativa de trabajo?,manera
131,¿Pago el impuesto integrado siendo socio de una cooperativa de trabajo?,si_no
131,¿Me podrían informar cuáles son los conceptos que deberán abonar los asociados a cooperativas?,manera
131,¿Cuáles son los conceptos que deben pagar los socios de las cooperativas de trabajo?,manera
131,"Los socios de cooperativas de trabajo, ¿qué deben abonar?",manera
131,"Con respecto  los asociados a cooperativas de trabajo, ¿qué conceptos pagarán?",manera
131,"Los socios de cooperativas, ¿qué tienen que pagar?",manera
132,¿Qué sucede con el pago cuando mi cooperativa de trabajo está inscripta en el Registro Nacional de Efectores de Desarrollo Local y Economía Social?,manera
132,¿Hay algún límite para las cooperativas de trabajo inscriptas en el Registro Nacional de Efectores de Desarrollo Local y Economía Social?,si_no
132,¿Cuál es el tratamiento que recibirá la cooperativa si está inscrita en el registro nacional de efectores de desarrollo?,manera
132,¿Hay algún tratamiento particular si la cooperativa fue inscrita en el registro?,si_no
132,¿Qué tratamiento tendrá la cooperativa de trabajo al ser inscrita en el registro nacional de efectores?,manera
132,"Ya se inscribió la cooperativa en el registro, ¿existe algún tratamiento particular?",si_no
132,"Una vez que se anota  la cooperativa en el registro nacional de efectores, ¿tendrá algún tratamiento especial?",si_no
133,Si estoy adherido al Régimen de Inclusión Social y Promoción del Trabajo Independiente ¿Cómo puedo pagar anualmente?,procedimiento
133,Si estoy adherido al Régimen de Inclusión Social y Promoción del Trabajo Independiente ¿Cómo es el pago anual que tengo que hacer?,procedimiento
133,¿Cómo hacen el pago anual los adheridos al régimen de inclusión social y promoción del trabajo independiente?,procedimiento
133,¿De qué forma deben realizar el pago anual las personas del Régimen de Inclusión Social y Promoción del Trabajo Independiente?,procedimiento
133,¿Cómo tienen que hacer el pago del año los adheridos al régimen de inclusión social?,procedimiento
133,"Las personas que están en el Régimen de Inclusión social y promoción del trabajo, ¿cómo deben realizar el pago anual?",procedimiento
133,"Los que se inscribieron en el Régimen de Inclusión social y promoción del trabajo, ¿cómo deben realizar el pago anual?",procedimiento
134,¿Cómo imprimo la credencial de pago?,procedimiento
134,¿Dónde obtengo la credencial de pago?,referencia
134,¿Puedo imprimir la credencial de pago desde la web de AFIP?,si_no
134,¿Cómo puedo volver a imprimir la credencial de pago?,procedimiento
134,¿Cómo hago para re imprimir la credencial de pago?,procedimiento
134,"Tengo que re-imprimir la credencial de pago, ¿cómo hago?",procedimiento
134,"Necesito la credencial de pago, ¿Cómo la obtengo?",procedimiento
134,¿Cómo reimprimo la credencial de pago?,procedimiento
135,¿Cómo se debe regularizar la deuda de monotributo de períodos posteriores a 07/2004?,manera
135,¿Cómo es el trámite para regularizar la deuda de monotributo de períodos posteriores a 07/2004?,manera
135,¿Puedo regularizar la deuda de monotributo de períodos posteriores a 07/2004 desde el portal de AFIP?,manera
135,¿Cómo puedo regularizar la deuda de Monotributo de períodos posteriores a julio de 2004?,manera
135,¿Cómo regularizo la deuda del monotributo de los períodos posteriores a julio de 2004?,manera
135,"Tengo deuda de monotributo de 2005 en adelante, ¿cómo la regularizo?",manera
135,"Tengo que pagar los periodos de monotributo de 2005 en adelante, ¿cómo hago?",manera
135,"Para regularizar deuda de monotributo de 07 del año 2004, ¿cómo procedo?",manera
136,¿Cómo puedo tomar el saldo de los pagos hechos erróneamente?,manera
136,¿Puedo reafectar pagos de más hechos anteriormente?,si_no
136,¿Cómo es el paso a paso para considerar el saldo de pagos imputados erróneamente?,procedimiento
136,¿cómo solicito que reconsideren pagos imputados por error?,manera
136,¿qué hago para reafectar pagos imputados por equivocación?,manera
136,¿Qué debo hacer para que computen el pago erróneo?,manera
136,"El pago imputado por error, ¿Se puede reafectar?",si_no
136,"El pago erróneamente imputado, ¿cómo se puede reafectar?",manera
137,¿Desde qué fecha es la información que figura en el servicio CCMA?,temporal
137,¿Aparece toda la información en el servicio CCMA?,si_no
137,¿A partir de cuando figura la información en el servicio CCMA?,temporal
137,¿Desde cuando está la información en el CCMA?,temporal
137,¿A partir de qué fecha se puede encontrar información en el servicio CCMA?,temporal
137,¿Desde qué período está la información en el CCMA?,temporal
137,¿A partir de qué período encuentro información en el servicio CCMA?,temporal
138,¿Qué deudas figuran en el sitio web de AFIP?,manera
138,¿Qué sucede si tengo deudas?,manera
138,"Si tengo deudas, ¿Las puedo ver reflejadas en la página de AFIP?",si_no
138,¿Qué efectos tienen las deudas de la AFIP?,manera
138,¿Qué pasa si tengo deudas en el sistema?,manera
138,¿En qué se derivan las deudas que aparecen en AFIP?,manera
138,¿Qué consecuencias habrá si hay deudas en el sistema?,manera
138,"Tengo deudas, ¿qué efecto va a producir?",manera
139,¿Qué puedo hacer desde el servicio CCMA?,manera
139,¿Qué operaciones puedo realizar desde el servicio CCMA?,manera
139,¿Qué información obtengo del servicio CCMA?,manera
139,¿Qué operaciones tiene el servicio CCMA?,manera
139,¿Cuáles son las operaciones del CCMA?,manera
139,"El servicio CCMA, ¿Qué operaciones posee?",manera
139,No tengo en claro qué puedo hacer en el servicio CCMA.,manera
139,¿Me podrías decir qué operaciones posee el servicio CCMA?,manera
140,¿Cómo hago para reclamar una imputación incorrecta por parte de AFIP?,manera
140,¿Dónde puedo reclamar una diferencia existente en el sistema?,referencia
140,Si pagué de más el Monotributo ¿Puedo hacer el reclamo?,si_no
140,¿Qué puedo hacer si tengo una discrepancia?,manera
140,¿Cómo reclamo la discrepancia con el sistema?,manera
140,¿Cómo notifico una diferencia con el sistema?,manera
140,"Tengo una diferencia con el sistema, ¿Cómo la comunico?",manera
140,"Noto una discrepancia con el sistema, ¿Qué hago?",manera
141,¿Puedo ver los beneficios previsionales en el servicio CCMA?,si_no
141,¿Cómo visualizo los beneficios previsionales en el sistema?,manera
141,¿Cómo visualizo los beneficios previsionales en el servicio CCMA?,manera
141,"Los beneficios previsionales de la Ley 25.321, ¿se pueden ver en el CCMA?",si_no
141,"He aplicado a los beneficios previsionales de la Ley 25.321, ¿figuran en el servicio CCMA?",si_no
